thread_name,thread_url
The Development of MetaTrader 4 Mobile Smartphone Edition (SE) Has Been Resumed,https://www.forexfactory.com/thread/22032-the-development-of-metatrader-4-mobile-smartphone-edition
Request for script/EA,https://www.forexfactory.com/thread/22030-request-for-scriptea
Same EA running on different pairs.,https://www.forexfactory.com/thread/22014-same-ea-running-on-different-pairs
Comparing Close price of two candles at precise time,https://www.forexfactory.com/thread/21973-comparing-close-price-of-two-candles-at-precise
Trendlines not lining up on different timeframes?,https://www.forexfactory.com/thread/21835-trendlines-not-lining-up-on-different-timeframes
Rob Bookers Xtick template,https://www.forexfactory.com/thread/21836-rob-bookers-xtick-template
How do I change the time on MT4?,https://www.forexfactory.com/thread/21916-how-do-i-change-the-time-on-mt4
Looking for Code Snippet,https://www.forexfactory.com/thread/21645-looking-for-code-snippet
Looking for someone who can make an EA,https://www.forexfactory.com/thread/21871-looking-for-someone-who-can-make-an-ea
Hanover - can you help me with MT4 qs please?,https://www.forexfactory.com/thread/21287-hanover-can-you-help-me-with-mt4
Help on a complex EA,https://www.forexfactory.com/thread/21781-help-on-a-complex-ea
Future Grail in MT4,https://www.forexfactory.com/thread/21813-future-grail-in-mt4
Backtesting Results Attached - Not Selling Anything,https://www.forexfactory.com/thread/21792-backtesting-results-attached-not-selling-anything
Smaller deal ticket Format,https://www.forexfactory.com/thread/21730-smaller-deal-ticket-format
oscilator,https://www.forexfactory.com/thread/21782-oscilator
I search this Indicators,https://www.forexfactory.com/thread/21780-i-search-this-indicators
Strategy Tester Quick Question,https://www.forexfactory.com/thread/21747-strategy-tester-quick-question
How to Run MetaTrader as a Service,https://www.forexfactory.com/thread/21312-how-to-run-metatrader-as-a-service
New Indicator MT4,https://www.forexfactory.com/thread/21105-new-indicator-mt4
Do you trade multiple EAs from a single account?,https://www.forexfactory.com/thread/21627-do-you-trade-multiple-eas-from-a-single
Covert MetaTrader 4 Signals to MetaTrade 3.83,https://www.forexfactory.com/thread/21531-covert-metatrader-4-signals-to-metatrade-383
Time until bar close indicator,https://www.forexfactory.com/thread/21402-time-until-bar-close-indicator
Ocean by Jim Solomon,https://www.forexfactory.com/thread/21257-ocean-by-jim-solomon
Host  EA,https://www.forexfactory.com/thread/21387-host-ea
Cost of making a EA,https://www.forexfactory.com/thread/19779-cost-of-making-a-ea
EA in MetaTrader 4,https://www.forexfactory.com/thread/21484-ea-in-metatrader-4
End of Day Closing for Metatrader,https://www.forexfactory.com/thread/21459-end-of-day-closing-for-metatrader
How do you get a MA to plot off another MA in an EA?,https://www.forexfactory.com/thread/21445-how-do-you-get-a-ma-to-plot
Comercial Grade Expert Advisors,https://www.forexfactory.com/thread/21188-comercial-grade-expert-advisors
Simple help needed for this indicator,https://www.forexfactory.com/thread/21382-simple-help-needed-for-this-indicator
Ubuntu or Fedora,https://www.forexfactory.com/thread/21310-ubuntu-or-fedora
Dates on my Charts stopped 3/2,https://www.forexfactory.com/thread/21179-dates-on-my-charts-stopped-32
How to get CME Futures on Metatrader?,https://www.forexfactory.com/thread/5866-how-to-get-cme-futures-on-metatrader
How do you move indicators?,https://www.forexfactory.com/thread/21173-how-do-you-move-indicators
5 Sec MT Data using period converter?,https://www.forexfactory.com/thread/21189-5-sec-mt-data-using-period-converter
Turtle Trading MT4 indicator,https://www.forexfactory.com/thread/20926-turtle-trading-mt4-indicator
Mql Custom Indicator,https://www.forexfactory.com/thread/21159-mql-custom-indicator
I need help making my MoneyMaker EA run quicker,https://www.forexfactory.com/thread/21150-i-need-help-making-my-moneymaker-ea-run
Any EA programmers that have some free time today?,https://www.forexfactory.com/thread/20508-any-ea-programmers-that-have-some-free-time
MT4 qs,https://www.forexfactory.com/thread/21072-mt4-qs
I need help with using switching timeframes in an EA,https://www.forexfactory.com/thread/21065-i-need-help-with-using-switching-timeframes-in
Rendell's Basic EA,https://www.forexfactory.com/thread/20971-rendells-basic-ea
risk /stop loss,https://www.forexfactory.com/thread/11733-risk-stop-loss
Detecting if last trade hit stop loss,https://www.forexfactory.com/thread/17460-detecting-if-last-trade-hit-stop-loss
Directions please!,https://www.forexfactory.com/thread/21071-directions-please
Indicator Download Center,https://www.forexfactory.com/thread/20997-indicator-download-center
MetaTrader History,https://www.forexfactory.com/thread/20976-metatrader-history
How to achieve 99% Modeling Quality,https://www.forexfactory.com/thread/20851-how-to-achieve-99-modeling-quality
Same account on diff computers.,https://www.forexfactory.com/thread/20955-same-account-on-diff-computers
indicator that shade trading sessions?,https://www.forexfactory.com/thread/20977-indicator-that-shade-trading-sessions
Indicator for price hitting a MA,https://www.forexfactory.com/thread/20882-indicator-for-price-hitting-a-ma
Invalid account,https://www.forexfactory.com/thread/20961-invalid-account
Is there an MT4 indicator that does this?,https://www.forexfactory.com/thread/20958-is-there-an-mt4-indicator-that-does-this
MT4 Trendline Question,https://www.forexfactory.com/thread/20919-mt4-trendline-question
Need help: CCI / MACD (hist) / WAVE Indicator,https://www.forexfactory.com/thread/20777-need-help-cci-macd-hist-wave
Email alert problem,https://www.forexfactory.com/thread/20910-email-alert-problem
Is this Alert available or can this exist?,https://www.forexfactory.com/thread/20902-is-this-alert-available-or-can-this-exist
Best features for developing new EA,https://www.forexfactory.com/thread/20406-best-features-for-developing-new-ea
Running mutiple EA at the same time.,https://www.forexfactory.com/thread/20758-running-mutiple-ea-at-the-same-time
Meta trader New Indicator with two EMAs difference,https://www.forexfactory.com/thread/20775-meta-trader-new-indicator-with-two-emas-difference
MetaTrader Gold,https://www.forexfactory.com/thread/20632-metatrader-gold
extra order placed,https://www.forexfactory.com/thread/20585-extra-order-placed
How to automate signals from signal service on MT4 platform ?,https://www.forexfactory.com/thread/20573-how-to-automate-signals-from-signal-service-on
Is Trailing stop set on the Server or on Client terminal?,https://www.forexfactory.com/thread/11796-is-trailing-stop-set-on-the-server-or
How to create Vertical Line Indicator?,https://www.forexfactory.com/thread/20447-how-to-create-vertical-line-indicator
Building EA indicator MA (needing to conclude),https://www.forexfactory.com/thread/20156-building-ea-indicator-ma-needing-to-conclude
Anyone have colored RSI histogram indicator?,https://www.forexfactory.com/thread/20388-anyone-have-colored-rsi-histogram-indicator
MT4 feed and Oanda...  which server?,https://www.forexfactory.com/thread/20364-mt4-feed-and-oanda-which-server
Indicator Request: Ema/cci/macd,https://www.forexfactory.com/thread/20360-indicator-request-emaccimacd
Bago AHA cell phone alert,https://www.forexfactory.com/thread/8844-bago-aha-cell-phone-alert
"Change all open charts to template ""x.tpl""",https://www.forexfactory.com/thread/8059-change-all-open-charts-to-template-xtpl
How do I use different colours for MACD,https://www.forexfactory.com/thread/20105-how-do-i-use-different-colours-for-macd
When I put up my own..,https://www.forexfactory.com/thread/20265-when-i-put-up-my-own
Ron's SilverTrend Indicator,https://www.forexfactory.com/thread/19672-rons-silvertrend-indicator
Name that Pivot Indicator - Help Please ???,https://www.forexfactory.com/thread/20061-name-that-pivot-indicator-help-please
"close by pl EA, please help with reprogramming",https://www.forexfactory.com/thread/20247-close-by-pl-ea-please-help-with-reprogramming
Does MetaTrader have...,https://www.forexfactory.com/thread/20216-does-metatrader-have
Can parameters run on different periods in the same EA?,https://www.forexfactory.com/thread/20208-can-parameters-run-on-different-periods-in-the
MT4 Time Setting,https://www.forexfactory.com/thread/20164-mt4-time-setting
Sprint/Nextel  -  Verizon wireless broadband service,https://www.forexfactory.com/thread/20054-sprintnextel-verizon-wireless-broadband-service
Volumes on forex..here how obtain them,https://www.forexfactory.com/thread/19881-volumes-on-forexhere-how-obtain-them
Question about Vegas Currency Daily Plugin,https://www.forexfactory.com/thread/20082-question-about-vegas-currency-daily-plugin
MT4 Price Alerts,https://www.forexfactory.com/thread/19989-mt4-price-alerts
Requesting MA EA's,https://www.forexfactory.com/thread/19745-requesting-ma-eas
Emini Demo Account,https://www.forexfactory.com/thread/20017-emini-demo-account
EA for accessing history data?,https://www.forexfactory.com/thread/19761-ea-for-accessing-history-data
1 Day-Slow Stochastics in a 4h-Chart?,https://www.forexfactory.com/thread/19936-1-day-slow-stochastics-in-a-4h-chart
Alert and Playsound problems,https://www.forexfactory.com/thread/19990-alert-and-playsound-problems
"Building EA, need help...",https://www.forexfactory.com/thread/19959-building-ea-need-help
MQL 3rd party tools (debugger),https://www.forexfactory.com/thread/19926-mql-3rd-party-tools-debugger
Yesterday OHLC and median lines alert.,https://www.forexfactory.com/thread/19873-yesterday-ohlc-and-median-lines-alert
Indicator DMI - Arrows,https://www.forexfactory.com/thread/19406-indicator-dmi-arrows
Problems compiling EA's from xeatrade web-site,https://www.forexfactory.com/thread/19560-problems-compiling-eas-from-xeatrade-web-site
MT4 Strategy Tester,https://www.forexfactory.com/thread/19463-mt4-strategy-tester
How to run an EA ?,https://www.forexfactory.com/thread/19402-how-to-run-an-ea
Wanted : 'Dynamic Zone RSI' indicator,https://www.forexfactory.com/thread/19268-wanted-dynamic-zone-rsi-indicator
Candle timing problem,https://www.forexfactory.com/thread/19378-candle-timing-problem
Converting MT3 EA to MT4,https://www.forexfactory.com/thread/19302-converting-mt3-ea-to-mt4
Re-compiling resets settings,https://www.forexfactory.com/thread/19103-re-compiling-resets-settings
Can anyone fix this EA?,https://www.forexfactory.com/thread/19028-can-anyone-fix-this-ea
MT4 broker (GMT+2 and micro),https://www.forexfactory.com/thread/19100-mt4-broker-gmt2-and-micro
Need help trying to devise method of backtesting system using straddling EA,https://www.forexfactory.com/thread/19191-need-help-trying-to-devise-method-of-backtesting
MetaTrader Firewall...?,https://www.forexfactory.com/thread/19152-metatrader-firewall
can anybody help me with this simple EA?,https://www.forexfactory.com/thread/19119-can-anybody-help-me-with-this-simple-ea
Order cancel order,https://www.forexfactory.com/thread/19098-order-cancel-order
Moving Average EA - Tested Live on Interbank,https://www.forexfactory.com/thread/18470-moving-average-ea-tested-live-on-interbank
what is wrong at the code,https://www.forexfactory.com/thread/19004-what-is-wrong-at-the-code
Pls help with 'range of previous bars' indicator,https://www.forexfactory.com/thread/19001-pls-help-with-range-of-previous-bars-indicator
Sound alarm needed,https://www.forexfactory.com/thread/18388-sound-alarm-needed
how to display text on MT chart,https://www.forexfactory.com/thread/18915-how-to-display-text-on-mt-chart
CCI EA,https://www.forexfactory.com/thread/18924-cci-ea
How to display the chart with midpoint instead of bid price?,https://www.forexfactory.com/thread/18630-how-to-display-the-chart-with-midpoint-instead
Big Mt4 Bug,https://www.forexfactory.com/thread/17388-big-mt4-bug
Program:send email on your mobile phone,https://www.forexfactory.com/thread/18757-programsend-email-on-your-mobile-phone
Need help for this very very simple indicator,https://www.forexfactory.com/thread/18864-need-help-for-this-very-very-simple-indicator
Closing Fractions of an Order,https://www.forexfactory.com/thread/18780-closing-fractions-of-an-order
"2 platform, same broker",https://www.forexfactory.com/thread/18735-2-platform-same-broker
10M and 3H time frame,https://www.forexfactory.com/thread/18749-10m-and-3h-time-frame
Elliot wave indicators finding,https://www.forexfactory.com/thread/18590-elliot-wave-indicators-finding
Very simple metaquotes request,https://www.forexfactory.com/thread/18602-very-simple-metaquotes-request
Unhappy  Weird results in backtest build 200.. need help!,https://www.forexfactory.com/thread/10782-unhappy-weird-results-in-backtest-build-200
History data q,https://www.forexfactory.com/thread/21073-history-data-q
How to convert MT4 data to ascii?,https://www.forexfactory.com/thread/18450-how-to-convert-mt4-data-to-ascii
Let's code this simple indicator....need programmer,https://www.forexfactory.com/thread/18413-lets-code-this-simple-indicatorneed-programmer
Metatrader bug,https://www.forexfactory.com/thread/18369-metatrader-bug
Special indicator for MT,https://www.forexfactory.com/thread/18330-special-indicator-for-mt
Tick charts?,https://www.forexfactory.com/thread/17542-tick-charts
Trailling stop is driving me crazy... I just can't find it,https://www.forexfactory.com/thread/18212-trailling-stop-is-driving-me-crazy-i-just
Registerng,https://www.forexfactory.com/thread/18304-registerng
MT4. Extra pairs.,https://www.forexfactory.com/thread/18211-mt4-extra-pairs
How to draw a BIG arrow on the chart?,https://www.forexfactory.com/thread/18130-how-to-draw-a-big-arrow-on-the
Higher time frame price in an indicator window,https://www.forexfactory.com/thread/18000-higher-time-frame-price-in-an-indicator-window
MT4 Account history question,https://www.forexfactory.com/thread/18086-mt4-account-history-question
I would appreciate some help with EA,https://www.forexfactory.com/thread/17406-i-would-appreciate-some-help-with-ea
BGX Assitance,https://www.forexfactory.com/thread/17980-bgx-assitance
How to know the Minimum Distance?,https://www.forexfactory.com/thread/17803-how-to-know-the-minimum-distance
Validity of Backtests in MT3?,https://www.forexfactory.com/thread/17798-validity-of-backtests-in-mt3
Script Programming Request,https://www.forexfactory.com/thread/17777-script-programming-request
Most Active Martingale EA for EUR/USD & USD/CHF ?,https://www.forexfactory.com/thread/13025-most-active-martingale-ea-for-eurusd-usdchf
Question re partial TP,https://www.forexfactory.com/thread/17154-question-re-partial-tp
in need of 2 hours,https://www.forexfactory.com/thread/17622-in-need-of-2-hours
Previous build (other then 202),https://www.forexfactory.com/thread/17645-previous-build-other-then-202
"Ea ""grayed"" out",https://www.forexfactory.com/thread/17635-ea-grayed-out
Add values in array problem,https://www.forexfactory.com/thread/17418-add-values-in-array-problem
Sunday Bar,https://www.forexfactory.com/thread/17550-sunday-bar
How to open trade at midnight?,https://www.forexfactory.com/thread/12590-how-to-open-trade-at-midnight
Silly question for exp concerning math with double,https://www.forexfactory.com/thread/17398-silly-question-for-exp-concerning-math-with-double
MT4 Reports,https://www.forexfactory.com/thread/17561-mt4-reports
Defining shade,https://www.forexfactory.com/thread/17461-defining-shade
MT4 Backtesting website experiment...,https://www.forexfactory.com/thread/12089-mt4-backtesting-website-experiment
Writing an Expert Advisor,https://www.forexfactory.com/thread/17440-writing-an-expert-advisor
Text/SMS Alert,https://www.forexfactory.com/thread/17439-textsms-alert
EA ??,https://www.forexfactory.com/thread/17419-ea
Backtesting with CPU-intensive indicators,https://www.forexfactory.com/thread/16057-backtesting-with-cpu-intensive-indicators
Can somebody check my code???,https://www.forexfactory.com/thread/16240-can-somebody-check-my-code
Please recommend a new Virtual Private Server Provider,https://www.forexfactory.com/thread/14597-please-recommend-a-new-virtual-private-server-provider
Swing Index Indicator,https://www.forexfactory.com/thread/17359-swing-index-indicator
sum of values in array,https://www.forexfactory.com/thread/17323-sum-of-values-in-array
I have an indicator that doesn't appear..why?,https://www.forexfactory.com/thread/17232-i-have-an-indicator-that-doesnt-appearwhy
request for small indicator development,https://www.forexfactory.com/thread/16880-request-for-small-indicator-development
Forex Economic Calendar,https://www.forexfactory.com/thread/17170-forex-economic-calendar
EA - Automate Trading,https://www.forexfactory.com/thread/17164-ea-automate-trading
moving averge of custom indicator,https://www.forexfactory.com/thread/16977-moving-averge-of-custom-indicator
Question regarding indicator for keltner channels,https://www.forexfactory.com/thread/17025-question-regarding-indicator-for-keltner-channels
News indicator request,https://www.forexfactory.com/thread/11277-news-indicator-request
Could someone code me a very simple EA?,https://www.forexfactory.com/thread/16205-could-someone-code-me-a-very-simple-ea
Akuma99 Squeezer,https://www.forexfactory.com/thread/4943-akuma99-squeezer
Looking for a place pending orders EA,https://www.forexfactory.com/thread/16630-looking-for-a-place-pending-orders-ea
what's wrong with this code,https://www.forexfactory.com/thread/16683-whats-wrong-with-this-code
Can I have more buffers,https://www.forexfactory.com/thread/16631-can-i-have-more-buffers
Very Simple E.A.,https://www.forexfactory.com/thread/16625-very-simple-ea
MetaTrader = Dealing Desk?,https://www.forexfactory.com/thread/11849-metatrader-dealing-desk
Modification to an useful indicator  -  Tesla Please help,https://www.forexfactory.com/thread/16452-modification-to-an-useful-indicator
Dealing with Requotes in an EA,https://www.forexfactory.com/thread/16407-dealing-with-requotes-in-an-ea
Signals in MetaTrader,https://www.forexfactory.com/thread/13294-signals-in-metatrader
4x-EKG,https://www.forexfactory.com/thread/15205-4x-ekg
what's the absolute function?,https://www.forexfactory.com/thread/16166-whats-the-absolute-function
Can anyone help me with this alert,https://www.forexfactory.com/thread/16204-can-anyone-help-me-with-this-alert
Right now My metatrader3 is not working is yours working?,https://www.forexfactory.com/thread/16114-right-now-my-metatrader3-is-not-working-is
Trading Naked EA,https://www.forexfactory.com/thread/15959-trading-naked-ea
Via indicator: trading xxxyyy via zzz,https://www.forexfactory.com/thread/16062-via-indicator-trading-xxxyyy-via-zzz
Different values from the SAME server?,https://www.forexfactory.com/thread/16053-different-values-from-the-same-server
Subtraction between two pair indicatos..does it exist?,https://www.forexfactory.com/thread/15822-subtraction-between-two-pair-indicatosdoes-it-exist
EA for TKimble's system,https://www.forexfactory.com/thread/15086-ea-for-tkimbles-system
Dynamic Candlesticks,https://www.forexfactory.com/thread/15915-dynamic-candlesticks
Need help for this indicator..passed bars moving average,https://www.forexfactory.com/thread/15848-need-help-for-this-indicatorpassed-bars-moving-average
Creating Account Problems,https://www.forexfactory.com/thread/15637-creating-account-problems
FXNewsEA,https://www.forexfactory.com/thread/12832-fxnewsea
Why an EA works for some currancies and not others?,https://www.forexfactory.com/thread/15606-why-an-ea-works-for-some-currancies-and
decimal values of bollinger bands,https://www.forexfactory.com/thread/15792-decimal-values-of-bollinger-bands
DLL,https://www.forexfactory.com/thread/15227-dll
Its possible to use Gmail's smtp.google.com?,https://www.forexfactory.com/thread/15612-its-possible-to-use-gmails-smtpgooglecom
from MT4 into VTTrader,https://www.forexfactory.com/thread/14723-from-mt4-into-vttrader
Firebird V1.0 an amazing EA !,https://www.forexfactory.com/thread/7201-firebird-v10-an-amazing-ea
Virtual or Dedicated Stability,https://www.forexfactory.com/thread/8054-virtual-or-dedicated-stability
Alerts when price reaches a level?,https://www.forexfactory.com/thread/15052-alerts-when-price-reaches-a-level
A Sophisticated Exit Strategy,https://www.forexfactory.com/thread/14232-a-sophisticated-exit-strategy
price action indicator,https://www.forexfactory.com/thread/14902-price-action-indicator
How do we export or import **Indicators (not expert)**??,https://www.forexfactory.com/thread/14804-how-do-we-export-or-import-indicators-not
How do you get info on a previous day?,https://www.forexfactory.com/thread/14545-how-do-you-get-info-on-a-previous
How can I place MA and Bollinger Bands on the RSI?,https://www.forexfactory.com/thread/14592-how-can-i-place-ma-and-bollinger-bands
Alpari data Help,https://www.forexfactory.com/thread/14571-alpari-data-help
Pip Ruler,https://www.forexfactory.com/thread/14583-pip-ruler
Can TS be managed automatically or do you have to manage it manually?,https://www.forexfactory.com/thread/14522-can-ts-be-managed-automatically-or-do-you
What is MetaTrader??????????,https://www.forexfactory.com/thread/14547-what-is-metatrader
Tip on displaying arrows correctly,https://www.forexfactory.com/thread/14155-tip-on-displaying-arrows-correctly
Beginner EA questions?,https://www.forexfactory.com/thread/13387-beginner-ea-questions
Can I adjust period separators???,https://www.forexfactory.com/thread/14139-can-i-adjust-period-separators
Kuskus,https://www.forexfactory.com/thread/13937-kuskus
MT4 Indicator Help,https://www.forexfactory.com/thread/13869-mt4-indicator-help
Spread logger,https://www.forexfactory.com/thread/13962-spread-logger
"Indicator: Mt4 Alerts, replacement",https://www.forexfactory.com/thread/13845-indicator-mt4-alerts-replacement
loking for indexia plz help!,https://www.forexfactory.com/thread/13376-loking-for-indexia-plz-help
Bollinger Band Width for Metatrader,https://www.forexfactory.com/thread/13694-bollinger-band-width-for-metatrader
how to plot order close price on chart using ea,https://www.forexfactory.com/thread/13536-how-to-plot-order-close-price-on-chart
Time indicated EA for TP and SL,https://www.forexfactory.com/thread/13532-time-indicated-ea-for-tp-and-sl
Tradexecutioner Scroll Problem,https://www.forexfactory.com/thread/13430-tradexecutioner-scroll-problem
looking for MT coder,https://www.forexfactory.com/thread/13390-looking-for-mt-coder
Solar Wind,https://www.forexfactory.com/thread/11617-solar-wind
Reading signals from a custom indicator,https://www.forexfactory.com/thread/13329-reading-signals-from-a-custom-indicator
"Alien Infector, an MT4 script idea",https://www.forexfactory.com/thread/12011-alien-infector-an-mt4-script-idea
Link to maximums,https://www.forexfactory.com/thread/13496-link-to-maximums
Question on Templates vs Profiles,https://www.forexfactory.com/thread/13428-question-on-templates-vs-profiles
DMI for metatrader....,https://www.forexfactory.com/thread/13415-dmi-for-metatrader
What's wrong with this OrderSend()?,https://www.forexfactory.com/thread/13411-whats-wrong-with-this-ordersend
MT4    ...  S c a l a b i l i t y   ???,https://www.forexfactory.com/thread/13382-mt4-s-c
Lost all faith in back tester,https://www.forexfactory.com/thread/13379-lost-all-faith-in-back-tester
New to MT4 and need instructions to load mq4 files,https://www.forexfactory.com/thread/13377-new-to-mt4-and-need-instructions-to-load
Global Cursor,https://www.forexfactory.com/thread/13372-global-cursor
Manual Testing in Metatrader,https://www.forexfactory.com/thread/13371-manual-testing-in-metatrader
Importing 3rd part data into MT4,https://www.forexfactory.com/thread/12188-importing-3rd-part-data-into-mt4
"Please, i am not programer, and need a indicator...",https://www.forexfactory.com/thread/13317-please-i-am-not-programer-and-need-a
Metatrader Timescale,https://www.forexfactory.com/thread/13310-metatrader-timescale
Chart Problem USD/JPY,https://www.forexfactory.com/thread/13282-chart-problem-usdjpy
Can MT4 do simulations?,https://www.forexfactory.com/thread/13205-can-mt4-do-simulations
NRTR_ATR stop indicator,https://www.forexfactory.com/thread/13305-nrtratr-stop-indicator
does backtesting include pip spread?,https://www.forexfactory.com/thread/13295-does-backtesting-include-pip-spread
Backtesting Systems - help.,https://www.forexfactory.com/thread/13280-backtesting-systems-help
Line crosses - Best Practices,https://www.forexfactory.com/thread/13265-line-crosses-best-practices
Need Help with makig these in to indicators,https://www.forexfactory.com/thread/13255-need-help-with-makig-these-in-to-indicators
MT4 and quote differentials,https://www.forexfactory.com/thread/13209-mt4-and-quote-differentials
Overlay Indicators - I've seen this lots of times but.....,https://www.forexfactory.com/thread/13106-overlay-indicators-ive-seen-this-lots-of
MT4 EA standard template,https://www.forexfactory.com/thread/13131-mt4-ea-standard-template
"stop order for MT4, izzit Complete Bar Mode?",https://www.forexfactory.com/thread/13132-stop-order-for-mt4-izzit-complete-bar-mode
chart window tabs,https://www.forexfactory.com/thread/13058-chart-window-tabs
4 hour Tunnel indicator with Email Alert,https://www.forexfactory.com/thread/13048-4-hour-tunnel-indicator-with-email-alert
Need little MT help,https://www.forexfactory.com/thread/12975-need-little-mt-help
Quick order question,https://www.forexfactory.com/thread/13222-quick-order-question
how do i make an ea trade once a day?,https://www.forexfactory.com/thread/12563-how-do-i-make-an-ea-trade-once
Trailing Stop - Best Practices,https://www.forexfactory.com/thread/12901-trailing-stop-best-practices
Closing multiple positions at the same time,https://www.forexfactory.com/thread/12279-closing-multiple-positions-at-the-same-time
Adding more charts on MT4,https://www.forexfactory.com/thread/12790-adding-more-charts-on-mt4
Indicators!!!!!,https://www.forexfactory.com/thread/12816-indicators
MQL programming professional needed.,https://www.forexfactory.com/thread/12694-mql-programming-professional-needed
How to round to 4 or 2 places based on pair,https://www.forexfactory.com/thread/12193-how-to-round-to-4-or-2-places
third-party live feed into MT4,https://www.forexfactory.com/thread/11836-third-party-live-feed-into-mt4
News releases and use of EA,https://www.forexfactory.com/thread/12180-news-releases-and-use-of-ea
Metatrader 4 templates,https://www.forexfactory.com/thread/12610-metatrader-4-templates
Converting prices to numbers,https://www.forexfactory.com/thread/12329-converting-prices-to-numbers
Drawing short lines on charts,https://www.forexfactory.com/thread/12542-drawing-short-lines-on-charts
Open Interest Indicator Request,https://www.forexfactory.com/thread/12561-open-interest-indicator-request
backtesting problem.,https://www.forexfactory.com/thread/12557-backtesting-problem
Visual vs. Actual,https://www.forexfactory.com/thread/12306-visual-vs-actual
running multiple different EAs,https://www.forexfactory.com/thread/10190-running-multiple-different-eas
How to fix this in MT4???,https://www.forexfactory.com/thread/12284-how-to-fix-this-in-mt4
ManageTakeProfit.mq4 help,https://www.forexfactory.com/thread/11685-managetakeprofitmq4-help
strategy tester trade chart markings,https://www.forexfactory.com/thread/12271-strategy-tester-trade-chart-markings
How to calculate Yearly High and Low,https://www.forexfactory.com/thread/12191-how-to-calculate-yearly-high-and-low
Automatic Trader,https://www.forexfactory.com/thread/12270-automatic-trader
MT4 & BUY/SELL Quotes,https://www.forexfactory.com/thread/12261-mt4-buysell-quotes
Need help in money management code,https://www.forexfactory.com/thread/12034-need-help-in-money-management-code
New to MT4,https://www.forexfactory.com/thread/12252-new-to-mt4
I need a Slow Stochastics!!!,https://www.forexfactory.com/thread/12241-i-need-a-slow-stochastics
Help!  MetaEditor Documentation font size shrunk!,https://www.forexfactory.com/thread/12229-help-metaeditor-documentation-font-size-shrunk
Need help with an MT4 Expert Advisor,https://www.forexfactory.com/thread/12195-need-help-with-an-mt4-expert-advisor
Sequence of Order Creation - which one was first?,https://www.forexfactory.com/thread/12154-sequence-of-order-creation-which-one-was
No connection,https://www.forexfactory.com/thread/12150-no-connection
help with multiple crosses coding,https://www.forexfactory.com/thread/12148-help-with-multiple-crosses-coding
Changing time zone....,https://www.forexfactory.com/thread/12102-changing-time-zone
One trade per bar??,https://www.forexfactory.com/thread/12056-one-trade-per-bar
Bug w/ iBarShift function?,https://www.forexfactory.com/thread/12099-bug-w-ibarshift-function
Improved Rsi Needs Code,https://www.forexfactory.com/thread/12088-improved-rsi-needs-code
ATR Indicator w/Daily Weekly & Max Stoploss,https://www.forexfactory.com/thread/12082-atr-indicator-wdaily-weekly-max-stoploss
"MT4 Tick Data, how to get it?",https://www.forexfactory.com/thread/12079-mt4-tick-data-how-to-get-it
How can I use MetaEditor file?,https://www.forexfactory.com/thread/12074-how-can-i-use-metaeditor-file
Straddle EA,https://www.forexfactory.com/thread/12063-straddle-ea
EA wanted for sound alert depending on fractals condition,https://www.forexfactory.com/thread/12070-ea-wanted-for-sound-alert-depending-on-fractals
Different sounds for different kind of alerts,https://www.forexfactory.com/thread/11731-different-sounds-for-different-kind-of-alerts
historical data accuracy puzzlement.,https://www.forexfactory.com/thread/11980-historical-data-accuracy-puzzlement
MT4 Strategy Tester,https://www.forexfactory.com/thread/12058-mt4-strategy-tester
Need Help with custom indicator,https://www.forexfactory.com/thread/12035-need-help-with-custom-indicator
Custom Fibonacci Indicator Available?,https://www.forexfactory.com/thread/11874-custom-fibonacci-indicator-available
"EA needed,someone help",https://www.forexfactory.com/thread/12022-ea-neededsomeone-help
unexpected behavior of sell stop,https://www.forexfactory.com/thread/11973-unexpected-behavior-of-sell-stop
Looking for BUY/SELL stop script...,https://www.forexfactory.com/thread/12017-looking-for-buysell-stop-script
"EA execution, same EA on two charts???",https://www.forexfactory.com/thread/11972-ea-execution-same-ea-on-two-charts
Build 201 has new function names that can mess up your EA,https://www.forexfactory.com/thread/11987-build-201-has-new-function-names-that-can
Possible to provide more picture formats?,https://www.forexfactory.com/thread/11957-possible-to-provide-more-picture-formats
Looking For Assistance With Formula,https://www.forexfactory.com/thread/11924-looking-for-assistance-with-formula
How to draw a box in MT4?,https://www.forexfactory.com/thread/11517-how-to-draw-a-box-in-mt4
Sounds - turn off,https://www.forexfactory.com/thread/11907-sounds-turn-off
MetaTrader : Timezone show,https://www.forexfactory.com/thread/11893-metatrader-timezone-show
Create EA,https://www.forexfactory.com/thread/11884-create-ea
stocks...,https://www.forexfactory.com/thread/11833-stocks
Managing Data Points in EA,https://www.forexfactory.com/thread/11794-managing-data-points-in-ea
How to determine if a trade has been closed.,https://www.forexfactory.com/thread/11802-how-to-determine-if-a-trade-has-been
MT4 Broker open on weekends?,https://www.forexfactory.com/thread/11816-mt4-broker-open-on-weekends
why did my metatrader just stop,https://www.forexfactory.com/thread/11782-why-did-my-metatrader-just-stop
EAs and historical data,https://www.forexfactory.com/thread/11660-eas-and-historical-data
MT4 account report,https://www.forexfactory.com/thread/10132-mt4-account-report
Need help on making a new order(volume),https://www.forexfactory.com/thread/11755-need-help-on-making-a-new-ordervolume
MQL 'stuff',https://www.forexfactory.com/thread/10688-mql-stuff
Need advice to streamline PC,https://www.forexfactory.com/thread/11747-need-advice-to-streamline-pc
